0,1,2
62938,"[1426, 8432, 14357, 14360, 21319, 21560, 24696, 24883, 27347, 28175, 30335, 32989, 33279, 35597, 37814, 41204, 41557, 41591, 44785, 45907, 47204, 47832, 50406, 53812, 56401, 56922, 57082, 57545, 57731, 59446, 62846]","[84, 97, 122, 133, 201, 843, 1097, 1151, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8013, 8517, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13518, 13736, 13891, 14904, 15412, 15533, 15613, 15927, 16024, 17310, 17484, 17539, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 23240, 23714, 23811, 24077, 24719, 24885, 25429, 26019, 26163, 26856, 27916, 31434, 31599, 32220, 32429, 32963, 33020, 33338, 33838, 35386, 35930, 37363, 37510, 37626, 37986, 38377, 38395, 38506, 39331, 39830, 40277, 40515, 41297, 41929, 42772, 43077, 43455, 43656, 44456, 44477, 44680, 45262, 45610, 46374, 46375, 47359, 47380, 47403, 49700, 49914, 50146, 50727, 50852, 51007, 51125, 51129, 51714, 53278, 54236, 54292, 54395, 54586, 57233, 57237, 57434, 57724, 58384, 58433, 59004, 59087, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62920, 63652, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
63652,"[133, 1426, 8013, 8820, 9793, 11044, 11097, 13518, 13891, 20618, 24696, 32429, 33020, 37510, 38506, 40515, 41297, 41557, 42772, 45610, 46375, 49700, 50146, 50406, 50727, 51129, 53278, 54395, 56922, 57233, 57731]","[84, 97, 122, 201, 843, 1097, 1151, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8432, 8517, 10522, 12202, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13736, 14357, 14360, 14904, 15412, 15533, 15613, 15927, 16024, 17310, 17484, 17539, 17916, 18098, 18818, 19212, 20585, 21024, 21254, 21319, 21560, 23240, 23714, 23811, 24077, 24719, 24883, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32963, 32989, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37626, 37814, 37986, 38377, 38395, 39331, 39830, 40277, 41204, 41591, 41929, 43077, 43455, 43656, 44456, 44477, 44680, 44785, 45262, 45907, 46374, 47204, 47359, 47380, 47403, 47832, 49914, 50852, 51007, 51125, 51714, 53812, 54236, 54292, 54586, 56401, 57082, 57237, 57434, 57545, 57724, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 64138, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
64138,"[122, 1097, 1151, 2489, 2723, 2893, 3024, 3314, 5043, 5091, 6514, 8013, 8432, 8820, 9793, 11044, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14357, 14360, 14904, 15412, 15613, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38506, 39331, 40277, 40515, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57545, 57724, 57731, 58384, 59087, 59446, 60105, 60379, 61261, 61883, 62521, 62528, 62920]","[84, 97, 133, 201, 843, 1426, 2647, 3151, 3436, 7812, 7966, 8517, 10522, 11097, 13100, 15533, 15927, 16024, 17916, 18098, 21254, 21319, 23714, 23811, 24719, 25429, 32989, 35930, 38395, 39830, 41204, 41929, 43077, 45262, 49914, 51125, 51129, 51714, 53278, 57434, 58433, 59004, 61445, 61756, 62386, 62846, 62938, 63652, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
64856,"[3436, 5091, 7812, 11044, 12202, 12345, 13291, 13518, 18098, 18818, 20585, 23240, 26163, 27916, 31599, 32220, 32429, 32963, 38377, 40277, 40515, 41929, 43455, 50727, 59004, 61883]","[84, 97, 122, 133, 201, 843, 1097, 1151, 1426, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 5043, 6514, 7966, 8013, 8432, 8517, 8820, 9793, 10522, 11097, 12206, 12515, 13100, 13165, 13450, 13736, 13891, 14357, 14360, 14904, 15412, 15533, 15613, 15927, 16024, 17310, 17484, 17539, 17916, 19212, 20618, 21024, 21254, 21319, 21560, 23714, 23811, 24077, 24696, 24719, 24883, 24885, 25429, 26019, 26856, 27347, 28175, 30335, 31434, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38395, 38506, 39331, 39830, 41204, 41297, 41557, 41591, 42772, 43077, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50852, 51007, 51125, 51129, 51714, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
65131,"[843, 1151, 1426, 2893, 3314, 7812, 8013, 8432, 8517, 8820, 12206, 12515, 13518, 13736, 14360, 14904, 15412, 15533, 16024, 17310, 17484, 17539, 20618, 21024, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26856, 27347, 28175, 30335, 31434, 32429, 32963, 32989, 33020, 33279, 33338, 35386, 35597, 37363, 37626, 37814, 37986, 38506, 40277, 40515, 41204, 41297, 41557, 41591, 42772, 43077, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 47204, 47359, 47380, 47832, 49700, 50146, 50406, 50852, 51125, 51129, 53812, 54292, 56401, 56922, 57082, 57545, 57724, 57731, 58433, 59446, 60105, 61261, 61445, 61756, 61883, 62846, 64856]","[84, 97, 122, 133, 201, 1097, 2489, 2647, 2723, 3024, 3151, 3436, 5043, 5091, 6514, 7966, 9793, 10522, 11044, 11097, 12202, 12345, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 17916, 18098, 18818, 19212, 20585, 21254, 23714, 23811, 24719, 25429, 26019, 26163, 27916, 31599, 32220, 33838, 35930, 37510, 38377, 38395, 39331, 39830, 41929, 43455, 46374, 46375, 47403, 49914, 50727, 51007, 51714, 53278, 54236, 54395, 54586, 57233, 57237, 57434, 58384, 59004, 59087, 60379, 62386, 62521, 62528, 62920, 62938, 63652, 64138, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
65559,"[1151, 8432, 12515, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 21024, 21319, 21560, 24077, 24883, 24885, 26856, 27347, 28175, 30335, 31434, 32963, 33020, 33279, 35386, 35597, 37814, 40515, 41204, 41557, 41591, 42772, 43656, 44680, 44785, 45907, 47204, 47359, 47832, 49700, 50146, 50406, 50852, 51129, 53812, 56401, 56922, 57082, 57545, 57731, 59446, 62521, 65131]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8013, 8517, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 13100, 13165, 13291, 13450, 13518, 13736, 13891, 14357, 15927, 16024, 17916, 18098, 18818, 19212, 20585, 20618, 21254, 23240, 23714, 23811, 24696, 24719, 25429, 26019, 26163, 27916, 31599, 32220, 32429, 32989, 33338, 33838, 35930, 37363, 37510, 37626, 37986, 38377, 38395, 38506, 39331, 39830, 40277, 41297, 41929, 43077, 43455, 44456, 44477, 45262, 45610, 46374, 46375, 47380, 47403, 49914, 50727, 51007, 51125, 51714, 53278, 54236, 54292, 54395, 54586, 57233, 57237, 57434, 57724, 58384, 58433, 59004, 59087, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65776, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
65776,"[122, 133, 201, 1097, 1151, 1426, 2489, 2647, 2723, 2893, 3024, 3314, 5043, 5091, 6514, 7812, 8013, 8820, 9793, 10522, 11044, 12202, 12206, 12345, 12515, 13165, 13291, 13450, 13518, 13736, 13891, 14360, 14904, 15412, 15613, 17310, 17484, 17539, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21560, 23240, 24077, 24696, 24719, 24883, 26019, 26163, 26856, 27347, 28175, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 38377, 38395, 38506, 39331, 40277, 40515, 41297, 41557, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 46374, 46375, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 53278, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57545, 57724, 59087, 59446, 60105, 60379, 61261, 61883, 62521, 62528, 62920, 63652, 64138]","[84, 97, 843, 3151, 3436, 7966, 8432, 8517, 11097, 13100, 14357, 15533, 15927, 16024, 21319, 23714, 23811, 24885, 25429, 27916, 30335, 33279, 33338, 37986, 39830, 41204, 41591, 41929, 43077, 45262, 47204, 47359, 51125, 51129, 51714, 53812, 57434, 57731, 58384, 58433, 59004, 61445, 61756, 62386, 62846, 62938, 64856, 65131, 65559, 65908, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
65908,"[133, 1097, 1151, 2723, 3314, 5043, 5091, 6514, 8013, 8820, 9793, 11044, 12202, 12206, 12515, 13165, 13450, 13518, 13736, 14357, 15412, 15533, 17310, 17916, 18818, 19212, 20585, 20618, 21024, 21254, 21560, 24077, 24696, 24883, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32963, 33020, 33838, 35386, 35597, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44785, 45262, 45610, 45907, 46374, 46375, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51007, 53278, 54236, 54292, 54395, 54586, 56401, 57082, 57233, 57237, 57724, 59087, 59446, 60105, 60379, 61261, 61883, 62386, 64138, 65776]","[84, 97, 122, 201, 843, 1426, 2489, 2647, 2893, 3024, 3151, 3436, 7812, 7966, 8432, 8517, 10522, 11097, 12345, 13100, 13291, 13891, 14360, 14904, 15613, 15927, 16024, 17484, 17539, 18098, 21319, 23240, 23714, 23811, 24719, 24885, 25429, 26019, 32429, 32989, 33279, 33338, 35930, 37363, 39830, 41204, 41929, 43077, 44680, 47204, 47359, 47380, 49914, 51125, 51129, 51714, 53812, 56922, 57434, 57545, 57731, 58384, 58433, 59004, 61445, 61756, 62521, 62528, 62846, 62920, 62938, 63652, 64856, 65131, 65559, 66117, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66117,"[122, 1426, 2893, 3314, 8820, 12206, 13518, 13736, 14360, 14904, 15412, 15533, 17310, 17539, 21319, 21560, 23240, 24077, 24883, 25429, 26856, 27347, 28175, 30335, 31434, 32429, 32963, 33020, 33279, 35386, 35597, 37363, 37814, 38506, 40515, 41557, 41591, 42772, 43455, 44456, 44477, 44680, 44785, 47204, 47359, 47380, 47832, 49700, 50146, 50406, 50852, 51007, 51125, 51129, 51714, 56922, 57082, 57434, 57545, 57731, 59446, 61261, 65131]","[84, 97, 133, 201, 843, 1097, 1151, 2489, 2647, 2723, 3024, 3151, 3436, 5043, 5091, 6514, 7812, 7966, 8013, 8432, 8517, 9793, 10522, 11044, 11097, 12202, 12345, 12515, 13100, 13165, 13291, 13450, 13891, 14357, 15613, 15927, 16024, 17484, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 23714, 23811, 24696, 24719, 24885, 26019, 26163, 27916, 31599, 32220, 32989, 33338, 33838, 35930, 37510, 37626, 37986, 38377, 38395, 39331, 39830, 40277, 41204, 41297, 41929, 43077, 43656, 45262, 45610, 45907, 46374, 46375, 47403, 49914, 50727, 53278, 53812, 54236, 54292, 54395, 54586, 56401, 57233, 57237, 57724, 58384, 58433, 59004, 59087, 60105, 60379, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65559, 65776, 65908, 66295, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66295,"[1151, 2893, 15412, 17539, 21319, 21560, 24883, 24885, 27347, 32429, 33020, 33279, 35386, 35597, 37814, 44456, 44680, 44785, 47204, 47359, 47380, 50146, 50406, 50852, 51129, 53812, 56922, 57545, 57731, 65131, 65559, 66117]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2489, 2647, 2723, 3024, 3151, 3314, 3436, 5043, 5091, 6514, 7812, 7966, 8013, 8432, 8517, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13518, 13736, 13891, 14357, 14360, 14904, 15533, 15613, 15927, 16024, 17310, 17484, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 23240, 23714, 23811, 24077, 24696, 24719, 25429, 26019, 26163, 26856, 27916, 28175, 30335, 31434, 31599, 32220, 32963, 32989, 33338, 33838, 35930, 37363, 37510, 37626, 37986, 38377, 38395, 38506, 39331, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43455, 43656, 44477, 45262, 45610, 45907, 46374, 46375, 47403, 47832, 49700, 49914, 50727, 51007, 51125, 51714, 53278, 54236, 54292, 54395, 54586, 56401, 57082, 57233, 57237, 57434, 57724, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64138, 64856, 65776, 65908, 66386, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66386,"[1151, 2489, 2723, 2893, 3024, 3314, 5091, 8820, 11097, 12202, 12206, 12515, 13291, 13736, 14360, 14904, 15412, 17310, 17539, 21024, 21254, 21560, 24077, 24696, 24883, 24885, 26019, 26163, 27347, 28175, 31434, 31599, 32429, 33020, 33338, 35386, 35597, 37510, 37626, 37814, 38506, 39331, 40515, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45610, 45907, 47204, 47380, 47403, 49914, 50146, 50406, 50727, 50852, 51007, 51129, 54292, 54586, 56401, 56922, 57237, 57545, 57731, 59004, 59087, 59446, 60105, 60379, 61261, 61883, 63652, 64138, 65776, 66117]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2647, 3151, 3436, 5043, 6514, 7812, 7966, 8013, 8432, 8517, 9793, 10522, 11044, 12345, 13100, 13165, 13450, 13518, 13891, 14357, 15533, 15613, 15927, 16024, 17484, 17916, 18098, 18818, 19212, 20585, 20618, 21319, 23240, 23714, 23811, 24719, 25429, 26856, 27916, 30335, 32220, 32963, 32989, 33279, 33838, 35930, 37363, 37986, 38377, 38395, 39830, 40277, 41204, 41929, 43077, 45262, 46374, 46375, 47359, 47832, 49700, 51125, 51714, 53278, 53812, 54236, 54395, 57082, 57233, 57434, 57724, 58384, 58433, 61445, 61756, 62386, 62521, 62528, 62846, 62920, 62938, 64856, 65131, 65559, 65908, 66295, 66387, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66387,"[843, 1151, 1426, 3314, 7812, 8432, 8820, 11097, 12206, 12345, 12515, 13518, 14360, 14904, 15412, 15533, 15613, 16024, 17310, 17484, 17539, 21319, 21560, 23240, 24696, 24883, 25429, 27347, 28175, 30335, 31434, 32429, 32963, 32989, 33020, 33279, 33338, 35386, 35597, 37814, 37986, 38377, 38506, 40515, 41204, 41297, 41557, 41591, 42772, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 47204, 49700, 50146, 50406, 50727, 51125, 51129, 53812, 54292, 54395, 56401, 56922, 57082, 57545, 57724, 57731, 59446, 60105, 62846, 62920, 63652, 65131, 66117, 66386]","[84, 97, 122, 133, 201, 1097, 2489, 2647, 2723, 2893, 3024, 3151, 3436, 5043, 5091, 6514, 7966, 8013, 8517, 9793, 10522, 11044, 12202, 13100, 13165, 13291, 13450, 13736, 13891, 14357, 15927, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 23714, 23811, 24077, 24719, 24885, 26019, 26163, 26856, 27916, 31599, 32220, 33838, 35930, 37363, 37510, 37626, 38395, 39331, 39830, 40277, 41929, 43077, 43455, 46374, 46375, 47359, 47380, 47403, 47832, 49914, 50852, 51007, 51714, 53278, 54236, 54586, 57233, 57237, 57434, 58384, 58433, 59004, 59087, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62938, 64138, 64856, 65559, 65776, 65908, 66295, 66759, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66759,"[2893, 3314, 5043, 5091, 15412, 17310, 18818, 21560, 23714, 31599, 33020, 35386, 39331, 43656, 44456, 44680, 49914, 51007, 54292, 58384, 59446, 64138]","[84, 97, 122, 133, 201, 843, 1097, 1151, 1426, 2489, 2647, 2723, 3024, 3151, 3436, 6514, 7812, 7966, 8013, 8432, 8517, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12345, 12515, 13100, 13165, 13291, 13450, 13518, 13736, 13891, 14357, 14360, 14904, 15533, 15613, 15927, 16024, 17484, 17539, 17916, 18098, 19212, 20585, 20618, 21024, 21254, 21319, 23240, 23811, 24077, 24696, 24719, 24883, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 32220, 32429, 32963, 32989, 33279, 33338, 33838, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39830, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43455, 44477, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 50146, 50406, 50727, 50852, 51125, 51129, 51714, 53278, 53812, 54236, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58433, 59004, 59087, 60105, 60379, 61261, 61445, 61756, 61883, 62386, 62521, 62528, 62846, 62920, 62938, 63652, 64856, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66974, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
66974,"[1097, 1151, 2489, 2723, 2893, 3024, 3151, 3314, 5043, 5091, 6514, 8013, 8432, 8820, 9793, 11044, 11097, 12202, 12206, 12515, 13165, 13291, 13450, 13518, 13736, 14357, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24883, 24885, 26019, 26163, 26856, 27347, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 33020, 33279, 33838, 35386, 35597, 35930, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41297, 41557, 41591, 42772, 43455, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57724, 59087, 59446, 60105, 60379, 61261, 61883, 62521, 64138, 65131, 65776, 65908, 66386, 66759]","[84, 97, 122, 133, 201, 843, 1426, 2647, 3436, 7812, 7966, 8517, 10522, 12345, 13100, 13891, 15927, 16024, 17916, 18098, 23714, 23811, 24719, 25429, 27916, 32989, 33338, 39830, 41204, 41929, 43077, 47204, 51125, 51129, 51714, 53278, 57434, 57545, 57731, 58384, 58433, 59004, 61445, 61756, 62386, 62528, 62846, 62920, 62938, 63652, 64856, 65559, 66117, 66295, 66387, 67437, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
67437,"[1151, 2489, 3314, 5091, 7812, 8013, 11097, 12202, 12206, 12515, 13450, 15412, 17484, 17539, 21560, 23240, 26019, 26163, 27347, 28175, 31599, 32963, 32989, 33020, 33279, 35386, 35597, 35930, 39331, 40277, 41557, 44456, 44785, 45610, 46374, 46375, 47204, 47832, 49700, 50146, 50727, 50852, 51007, 54236, 54292, 54395, 57724, 59446, 60105, 60379, 61261, 62528, 62920, 64138, 65776, 66974]","[84, 97, 122, 133, 201, 843, 1097, 1426, 2647, 2723, 2893, 3024, 3151, 3436, 5043, 6514, 7966, 8432, 8517, 8820, 9793, 10522, 11044, 12345, 13100, 13165, 13291, 13518, 13736, 13891, 14357, 14360, 14904, 15533, 15613, 15927, 16024, 17310, 17916, 18098, 18818, 19212, 20585, 20618, 21024, 21254, 21319, 23714, 23811, 24077, 24696, 24719, 24883, 24885, 25429, 26856, 27916, 30335, 31434, 32220, 32429, 33338, 33838, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39830, 40515, 41204, 41297, 41591, 41929, 42772, 43077, 43455, 43656, 44477, 44680, 45262, 45907, 47359, 47380, 47403, 49914, 50406, 51125, 51129, 51714, 53278, 53812, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57731, 58384, 58433, 59004, 59087, 61445, 61756, 61883, 62386, 62521, 62846, 62938, 63652, 64856, 65131, 65559, 65908, 66117, 66295, 66386, 66387, 66759, 67537, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
67537,"[201, 843, 1097, 1151, 1426, 2489, 2647, 2723, 2893, 3024, 3151, 3314, 5043, 5091, 6514, 7812, 8013, 8432, 8820, 9793, 10522, 11044, 11097, 12202, 12206, 12515, 13165, 13291, 13450, 13518, 13736, 14360, 14904, 15412, 15533, 15613, 17310, 17484, 17539, 17916, 18818, 19212, 20618, 21024, 21254, 21319, 21560, 23240, 24077, 24696, 24719, 24883, 24885, 25429, 26019, 26163, 26856, 27347, 27916, 28175, 30335, 31434, 31599, 32220, 32429, 32963, 32989, 33020, 33279, 33338, 33838, 35386, 35597, 37363, 37510, 37626, 37814, 37986, 38377, 38395, 38506, 39331, 40277, 40515, 41204, 41297, 41557, 41591, 41929, 42772, 43077, 43455, 43656, 44456, 44477, 44680, 44785, 45262, 45610, 45907, 46374, 46375, 47204, 47359, 47380, 47403, 47832, 49700, 49914, 50146, 50406, 50727, 50852, 51007, 51125, 51129, 53812, 54236, 54292, 54395, 54586, 56401, 56922, 57082, 57233, 57237, 57434, 57545, 57724, 57731, 58384, 58433, 59004, 59087, 59446, 60105, 60379, 61261, 61445, 61883, 62521, 62528, 62846, 64138, 65131, 65559, 65776, 65908, 66117, 66295, 66386, 66387, 66974, 67437]","[84, 97, 122, 133, 3436, 7966, 8517, 12345, 13100, 13891, 14357, 15927, 16024, 18098, 20585, 23714, 23811, 35930, 39830, 51714, 53278, 61756, 62386, 62920, 62938, 63652, 64856, 66759, 67605, 69248, 69481, 69646, 69822, 70082, 71218, 71231, 71442, 71861, 73393, 73907, 73912, 74421, 74719, 74855, 75738, 76768, 76811, 78409]"
